id,institution,source_group,topic,title,evidence_date,year,fact,why,url,evidence_type,importance,verification_status,evidence_class,source_authority,authority_score,implementation_evidence,confidence_score,confidence_label,status,ingested_at
E0037,Harvard Kennedy School,해외 대학,AI-Enabled Teaching,Assessing the Quality of AI-Generated Exams: A Large-Scale Field Study,2025-08-09,2025,"미국 여러 대학 91개 수업과 약 1,700명의 학생을 대상으로 AI 생성 시험문항의 품질을 평가했으며, 연구 표본에서는 전문가 제작 표준시험 문항과 비교 가능한 성능을 보였습니다.",AI가 평가를 위협하는 측면뿐 아니라 평가 제작 자체를 지원하는 가능성도 실증적으로 보여줍니다.,https://www.hks.harvard.edu/publications/assessing-quality-ai-generated-exams-large-scale-field-study,실증연구,참고,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0008,한국대학교육협의회 (KCUE),국내 정책·지원기관,Faculty Development,AI·에듀테크 교수법 프로그램 확대 운영,2025-06-12,2025,"AI 기반 수업설계, 디지털 도구, 통계·분석 도구, 학생 참여 중심 수업을 포함한 교수자 연수를 확대했습니다.",AI 교육혁신에서 교수자 역량개발이 실제로 어떤 형태로 지원되는지 보여줍니다.,https://www.kcue.or.kr/news/sub02/sub01.php?at=view&idx=2764687&pagenumber=1,교수역량,참고,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0040,한국방송통신대학교,국내 대학,AI Policy & Governance,생성형 인공지능 학습자 가이드라인,2025-03-21,2025,"학습자의 책임, 교수자 지침 준수, 사실확인·수정, 출처표기와 부적절한 AI 사용의 학업부정 가능성을 명시합니다.",학생 대상 AI 사용원칙을 간결한 대학 공식 가이드로 제도화한 국내 사례입니다.,https://knou.ac.kr/knou/13203/subview.do,학생 가이드,참고,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0020,Jisc,고등교육 리딩기관,AI in Assessment,Trends in assessment in higher education: considerations for policy and practice,2025-01-23 / 2025-11-27 update,2025,"프로그램 수준 평가설계, 디지털 평가, 생성형 AI 대응, authentic·process-focused assessment와 학생 공동설계를 주요 변화로 정리합니다.",AI 시대 평가가 어떤 방식으로 재설계되고 있는지 구체적인 정책·실무 항목으로 볼 수 있습니다.,https://www.jisc.ac.uk/reports/trends-in-assessment-in-higher-education-considerations-for-policy-and-practice,섹터 보고서,핵심,verified,official-primary,B,2,0,93,HIGH,active,2026-08-27 01:47:09
E0012,가천대학교,국내 대학,AI Curriculum & Competencies,전교생 AI 기초교육,2024~,2024,전교생 AI 기초교육을 운영하고 AX융합교육과 연계합니다.,국내 대학의 AI 리터러시 교육체계를 볼 수 있는 실제 사례입니다.,https://ai.gachon.ac.kr/68,대학 사례,핵심,verified,official-primary,C,1,1,85,HIGH,active,2026-08-27 01:47:09
E0009,University of Sydney,해외 대학,AI in Assessment,AI Assessment Policy,2024-11-27,2024,secure assessment와 open assessment를 구분하는 two-lane approach를 공식 발표했습니다.,AI 사용을 단순 금지하지 않고 평가 유형을 재설계한 실제 대학 사례입니다.,https://www.sydney.edu.au/news-opinion/news/2024/11/27/university-of-sydney-ai-assessment-policy.html,대학 사례,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0027,UNESCO,국제·정책기관,Faculty & Workforce,AI Competency Framework for Teachers,2024-08-08,2024,"교사의 AI 역량을 인간중심, 윤리, AI 기초·응용, AI pedagogy, 전문학습의 5개 차원과 Acquire·Deepen·Create의 3단계로 구조화합니다.",교수자 AI 역량개발을 단순 도구교육이 아니라 단계적 역량체계로 설계할 때 참고할 수 있습니다.,https://www.unesco.org/en/articles/ai-competency-framework-teachers?hub=195885,프레임워크,핵심,verified,official-primary,A,3,1,100,HIGH,active,2026-08-27 01:47:09
E0011,QAA,고등교육 리딩기관,AI in Assessment,Quality Compass: AI in Higher Education,2024-02,2024,생성형 AI 시대의 학습·교수·평가·학업 관행 변화를 다룹니다.,평가 재설계와 학업윤리를 함께 검토할 때 유용한 섹터 자료입니다.,https://www.qaa.ac.uk/docs/qaa/news/quality-compass-navigating-the-complexities-of-the-artificial-intelligence-era-in-higher-education.pdf,섹터 가이드,핵심,verified,official-primary,A,3,0,100,HIGH,active,2026-08-27 01:47:09
E0010,UNESCO,국제·정책기관,AI Curriculum & Competencies,AI Competency Framework for Students,2024,2024,"학생 AI 역량을 인간중심, 윤리, AI 기초, 기술, 문제해결 관점에서 구조화합니다.",AI 리터러시 및 교육과정 설계의 국제 기준으로 참고하기 좋습니다.,https://unesdoc.unesco.org/ark:/48223/pf0000391105,프레임워크,핵심,verified,official-primary,A,3,1,100,HIGH,active,2026-08-27 01:47:09
E0062,한국교육학술정보원(KERIS),국내 정책·지원기관,Academic Integrity & Trust,교육기관의 생성형 AI 활용을 위한 저작권 가이드라인,2024,2024,"AI 생성물의 저작권 보호 원칙, 타인 저작물 활용, 수업 사례, 출처표시와 서비스 이용조건 등을 교육기관 관점에서 안내합니다.",대학의 AI 활용 거버넌스에서 저작권·출처·책임 있는 사용을 다루는 국내 공공기관 근거를 보강합니다.,https://copyright.keris.or.kr/wft/viewBbsctt?pstId=PST202502260000000000001&type=books,공공 가이드라인,참고,verified,official-primary,B,2,1,93,HIGH,active,2026-08-27 01:47:09
E0026,Cornell University,해외 대학,AI Policy & Governance,Generative AI for Education and Pedagogy Committee Report,2023~,2023,"Cornell 위원회는 교수자가 과제별 AI 허용 여부를 명확히 정하고, 자동 AI 탐지 도구를 학업윤리 위반의 결정적 증거로 사용하는 것을 권하지 않는 등의 권고를 제시합니다.",초기 생성형 AI 대응에서 대학 정책·학업윤리·평가가 어떻게 함께 논의됐는지 비교할 수 있습니다.,https://teaching.cornell.edu/generative-artificial-intelligence/cu-committee-report-generative-artificial-intelligence-education,위원회 보고서,핵심,verified,official-primary,C,1,0,85,HIGH,active,2026-08-27 01:47:09
E0055,TEQSA,고등교육 리딩기관,AI in Assessment,Assessment reform for the age of artificial intelligence,2023-11-23,2023,생성형 AI 시대 평가의 미래 방향을 위한 원칙과 제안을 제시하며 이후 TEQSA 평가개혁 시리즈의 출발점이 되었습니다.,2023 원칙 → 2025 실행 → 2026 learning assurance로 이어지는 평가개혁의 장기 흐름을 추적할 수 있습니다.,https://www.teqsa.gov.au/guides-resources/resources/corporate-publications/assessment-reform-age-artificial-intelligence,평가개혁 가이드,핵심,verified,official-primary,A,3,0,100,HIGH,active,2026-08-27 01:47:09
E0014,UNESCO,국제·정책기관,AI Policy & Governance,Guidance for Generative AI in Education and Research,2023-09-07,2023,생성형 AI를 교육과 연구에 인간중심적으로 도입하기 위한 글로벌 가이드를 제시합니다.,최근 대학 AI 정책 논의의 출발점 중 하나로 과거 흐름을 이해하는 데 중요합니다.,https://www.unesco.org/en/articles/guidance-generative-ai-education-and-research?hub=66977,글로벌 가이드,핵심,verified,official-primary,A,3,0,100,HIGH,active,2026-08-27 01:47:09
